animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status_current,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
7253,0,17031B,964001027783530,"",0,"",Wether,2020-03-02 00:00:00.000,"",17031,"","",0,"","","New Tag: 17031B",2020-03-03 19:01:17.006,0,0,0,"                           17031B","",,,Sold,2021-03-06 11:39:56.548,0.16,0.16,59.6,2020-12-14 15:18:27.857,0,"","","","",,,,,2021-05-10 17:26:40.250,,2020-03-03 19:01:52.820,,,,2020-03-03 19:01:57.740,,,2020-03-03 19:01:16.827,,,2021-05-10 17:26:40.250,"",
7254,0,17301S,964001027783531,"",0,"",Wether,2020-03-02 00:00:00.000,"",17301,"","",0,"","","New Tag: 17301S",2020-03-03 19:03:54.246,0,0,0,"                           17301S","",,,Sold,2021-03-06 11:51:21.544,0.18,0.12,66.2,2020-12-14 15:16:50.120,0,"","","","",,,,,2021-05-10 17:26:42.452,,2020-03-03 19:04:22.026,,,,2020-03-03 19:04:27.382,,,2020-03-03 19:03:54.092,,,2021-05-10 17:26:42.452,"",
7255,0,122,964001027783532,"",0,"",Male,2020-03-02 00:00:00.000,"",16164,"","",0,"","",Sell,2022-02-04 15:22:15.602,0,0,0,"                             122","",,,Sold,2024-01-08 11:55:24.942,0.10,-0.01,112.0,2022-02-04 15:21:59.498,0,"16th BRD GRP","","","",,,,2021-10-16 14:07:37.173,2020-03-03 19:05:52.242,,2020-03-03 19:05:55.808,,,,2020-03-03 19:06:01.353,,,2021-03-04 13:05:28.375,,,2024-01-08 11:55:24.942,"",
7256,0,16174AS,964001027783533,"",0,"",Wether,2020-03-02 00:00:00.000,"",16174,"","",0,"","","New Tag: 16174A",2020-03-03 19:07:53.812,0,0,0,"                           16174AS","",,,Sold,2021-03-06 11:39:46.227,0.17,0.23,66.4,2020-12-14 14:21:46.150,0,"","","","",,,,,2021-05-10 17:26:39.390,,2020-03-03 19:08:20.420,,,,2020-03-03 19:08:25.927,,,2022-03-22 13:59:56.821,,,2022-03-22 13:59:57.280,"",
7257,0,20199,964001027783534,"",0,"",Female,2020-03-02 00:00:00.000,"",16174,ARG,"",0,"","",SELL,2023-08-10 12:23:38.000,0,0,0,"                           20199","",,,Sold,2024-01-08 12:19:22.397,0.04,-0.06,81.5,2023-08-09 12:15:35.447,0,.,"","","",,,,2023-01-31 08:48:52.599,2020-03-03 19:09:29.214,2021-08-27 17:57:55.464,2020-03-03 19:09:31.506,,,,2020-03-03 19:09:37.048,,,2021-03-04 11:41:47.976,,,2024-01-08 12:19:22.410,"",
7258,0,OR02049,964001027783536,"",0,"",Wether,2020-03-02 00:00:00.000,"",17302,"","",0,"","","Carcass wt. 40.0 lbs.",2022-01-23 16:26:48.350,0,0,0,"OR                          2049","",,,Dead,2022-01-23 16:31:02.753,0.10,0.08,96.0,2021-12-20 13:44:01.890,0,.,"","","",,,,2021-11-06 21:31:05.681,2021-05-10 17:06:21.413,,2020-03-03 19:12:36.863,,,,2020-03-03 19:12:41.689,,,2021-03-04 12:18:14.677,,,2022-01-23 16:31:02.754,"",
7259,0,20118,964001027783537,"",0,"",Female,2020-03-02 00:00:00.000,"",16021A,ARG,"",0,"","","AI 2023 B",2023-09-09 12:32:43.349,0,0,0,"                           20118","",,,Current,2020-03-03 19:13:44.641,0.07,-0.05,119.0,2023-08-09 13:00:14.679,0,"4th BRD GRP","","","",,,,2021-10-10 15:29:11.351,2020-03-03 19:14:27.466,2021-08-27 12:04:36.102,2020-03-03 19:14:30.540,,,,2020-03-03 19:14:41.111,,,2021-03-04 11:06:40.955,,,2024-01-10 11:30:15.958,"",
7260,0,20134,964001027783538,"",0,"",Female,2020-03-02 00:00:00.000,"",16021,ARG,"",0,"","","Sell as cull",2023-02-05 15:36:52.306,0,0,0,"                           20134","",,,Sold,2024-01-08 11:56:07.085,0.08,0.00,106.0,2023-02-05 15:36:42.351,0,.,"","","",,,,2023-01-31 08:49:01.873,2020-03-03 19:16:13.377,2021-08-27 18:47:40.962,2020-03-03 19:16:18.381,,,,2020-03-03 19:16:25.681,,,2021-03-04 11:13:35.173,,,2024-01-08 11:56:07.086,"",
7261,0,18009A,964001027783539,"",0,"",Wether,2020-03-02 00:00:00.000,"",18009,"","",0,"","","New Tag: 18009A",2020-03-03 19:17:44.863,0,0,0,"                           18009A","",,,Sold,2021-03-06 11:51:24.151,0.15,0.16,53.4,2020-12-14 14:11:06.668,0,"","","","",,,,,2021-05-10 17:26:42.655,,2020-03-03 19:18:17.012,,,,2020-03-03 19:18:21.933,,,2020-03-03 19:17:44.629,,,2021-05-10 17:26:42.655,"",
7262,0,18009B,964001027783730,"",0,"",Female,2020-03-02 00:00:00.000,"",18009,"","",0,"","","New Tag: 18009B",2020-03-03 19:19:15.742,0,0,0,"                           18009B","",,,Sold,2021-03-06 11:51:24.313,0.17,0.12,54.6,2020-12-14 12:06:06.003,0,"","","","",,,,,2020-03-03 19:19:36.900,,2020-03-03 19:19:40.017,,,,2020-03-03 19:19:44.837,,,2020-03-03 19:19:15.582,,,2021-03-06 11:51:24.314,"",
7263,0,18036AS,964001027783732,"",0,"",Wether,2020-03-02 00:00:00.000,"",18036,"","",0,"","","New Tag: 18036A",2020-03-03 19:21:57.061,0,0,0,"                           18036AS","",,,Sold,2020-09-25 11:45:30.667,0.44,0.60,63.6,2020-07-19 13:39:00.026,0,"","","","",,,,,2021-05-10 17:07:34.897,,2020-03-03 19:21:40.547,,,,2020-03-03 19:21:46.704,,,2023-03-08 16:27:51.818,,,2023-03-08 16:27:52.375,"",
7264,0,18036BS,964001027783731,"",0,"",Female,2020-03-02 00:00:00.000,"",18036,"","",0,"","","New Tag: 18036B",2020-03-03 19:23:34.353,0,0,0,"                           18036BS","",,,Sold,2021-03-06 11:51:25.323,0.17,0.01,53.8,2020-12-14 10:11:31.834,0,"","","","",,,,,2020-03-03 19:22:57.907,,2020-03-03 19:23:00.600,,,,2020-03-03 19:23:08.471,,,2023-03-08 16:31:30.401,,,2023-03-08 16:31:30.951,"",
7266,0,17163CR,964001027783734,"",0,"",Female,2020-02-27 00:00:00.000,"",17163,LISA,"",0,"","","New Tag: BASHFUL",2020-03-03 19:29:13.474,0,0,0,"                           17163CR","",,,"Off Farm",2020-10-06 17:03:30.716,"","","",,0,"Bottle Babies","","","",,,,2020-05-03 14:47:17.493,2020-03-03 19:29:43.724,2020-10-06 16:49:08.382,2020-04-25 12:11:39.385,,,,2020-03-04 10:10:52.296,,,2020-04-25 12:12:10.770,,,2020-10-06 17:03:30.716,"",
7267,0,18073AS,964001027783736,"",0,"",Female,2020-03-03 00:00:00.000,"",18073,"","",0,"","","New Tag: 18073A",2020-03-04 11:19:44.252,0,0,0,"                           18073AS","",,,Sold,2021-03-06 11:51:27.148,0.16,-0.14,56,2020-12-14 09:44:23.787,0,"","","","",,,,,2020-03-04 11:20:14.477,,2020-03-04 11:20:18.179,,,,2020-03-04 11:20:23.399,,,2023-04-05 12:01:54.105,,,2023-04-05 12:01:54.657,"",
7268,0,18073BS,964001027783735,"",0,"",Wether,2020-03-03 00:00:00.000,"",18073,"","",0,"","","New Tag: 18073B",2020-03-04 11:21:11.962,0,0,0,"                           18073BS","",,,Sold,2021-03-06 11:51:27.260,0.19,0.00,66.6,2020-12-14 15:09:09.150,0,"","","","",,,,,2021-05-10 17:26:42.796,,2020-03-04 11:21:46.258,,,,2020-03-04 11:21:50.742,,,2023-04-05 12:02:12.412,,,2023-04-05 12:02:12.946,"",
7269,0,18066A,964001027783737,"",0,"",Wether,2020-03-02 00:00:00.000,"",18066,"","",0,"","","New Tag: 18066A",2020-03-04 11:30:48.956,0,0,0,"                           18066A","",,,Sold,2021-03-06 11:51:26.386,0.15,0.03,54.2,2020-12-14 15:00:02.012,0,"","","","",,,,,2021-05-10 17:26:42.749,,2020-03-04 11:31:25.903,,,,2020-03-04 11:31:31.385,,,2020-03-04 11:30:48.787,,,2021-05-10 17:26:42.749,"",
7270,0,18066B,964001027783738,"",0,"",Wether,2020-03-02 00:00:00.000,"",18066,"","",0,"","","New Tag: 18066B",2020-03-04 11:32:11.631,0,0,0,"                           18066B","",,,Sold,2021-03-06 11:51:26.494,0.15,0.06,47.8,2020-12-14 14:14:18.202,0,"","","","",,,,,2021-05-10 17:26:42.765,,2020-03-04 11:32:47.125,,,,2020-03-04 11:32:52.151,,,2020-03-04 11:32:11.474,,,2021-05-10 17:26:42.765,"",
7271,0,20144,964001027783739,"",0,"",Female,2020-03-03 00:00:00.000,"",16100,ARG,"",0,"","","",,0,0,0,"                           20144","",,,Sold,2024-01-09 09:50:53.161,0.06,0.06,108.0,2024-01-02 09:41:25.394,0,.,"","","",,,,2023-01-31 08:49:04.843,2020-03-04 11:36:14.791,2021-08-27 16:49:24.449,2020-03-04 11:36:19.338,,,,2020-03-04 11:36:23.734,,,2021-03-04 11:19:11.799,,,2024-01-09 09:50:53.161,"",
7272,0,20152,964001027783721,"",0,"",Female,2020-03-03 00:00:00.000,"",16100,Comm,"",0,"","","small do not breed",2021-09-29 22:28:32.348,0,0,0,"                           20152","",,,Sold,2022-09-27 16:41:14.280,0.11,0.20,96.5,2022-02-27 14:25:01.210,0,"","","","",,,,,2020-03-04 11:38:29.712,2021-08-28 12:23:41.955,2020-03-04 11:38:32.932,,,,2020-03-04 11:38:37.191,,,2021-03-04 11:22:25.899,,,2022-09-27 16:41:14.280,"",
7273,0,20060,964001027783723,"",0,"",Female,2020-03-03 00:00:00.000,"",16266,Comm,"",0,"","","small do not breed",2021-09-29 22:28:07.348,0,0,0,"                           20060","",,,Sold,2022-09-27 16:41:31.156,0.09,0.10,92.5,2022-02-27 13:00:44.187,0,"","","","",,,,,2020-03-04 11:42:15.735,2021-08-28 10:55:47.262,2020-03-04 11:42:19.500,,,,2020-03-05 16:40:00.112,,,2021-03-04 10:38:47.896,,,2022-09-27 16:41:31.156,"",
7274,0,OR02069,964001027783724,"",0,"",Wether,2020-03-03 00:00:00.000,"",16266,"","",0,"","","New Tag: OR02069",2021-03-04 12:31:19.499,0,0,0,"OR                          2069","",,,Dead,2022-01-08 17:44:45.592,0.12,0.23,108.0,2021-12-20 13:09:40.364,0,"","","","",,,,,2021-05-10 17:06:21.303,,2020-03-04 11:43:56.028,,,,2020-03-05 16:40:25.300,,,2021-03-04 12:31:19.338,,,2022-01-08 17:44:45.592,"",
7275,0,20104,964001027783725,"",0,"",Female,2020-03-01 00:00:00.000,"",18136,Comm,"",0,"","","AI 2123",2023-09-09 07:43:21.516,0,0,0,"                           20104","",,,Current,2020-03-04 12:00:52.373,0.06,0.01,112.0,2023-08-09 08:52:35.545,0,.,"","","",,,,2023-01-31 08:49:09.167,2020-03-04 12:01:51.359,2021-08-28 12:29:29.574,2020-03-04 12:01:54.780,,,,2020-03-04 12:02:04.605,,,2021-03-04 11:01:19.427,,,2024-01-10 09:33:43.287,"",
7276,0,15168ADD,964001027783720,"",0,"",Male,2020-03-03 00:00:00.000,"",15168,"","",0,"","","New Tag: 15168ADD",2020-04-12 10:25:01.171,0,0,0,"                           15168ADD","",,,Dead,2020-04-12 10:23:53.420,"","","",,0,"","","","",,,,,2020-03-04 12:12:12.446,,2020-03-04 12:12:16.846,,,,2020-03-04 12:12:21.443,,,2020-04-12 10:25:01.037,,,2020-04-12 10:25:01.124,"",
7277,0,OR02046,964001027783722,"",0,"",Wether,2020-03-03 00:00:00.000,"",15168,"","",0,"","","Carcass wt. 44.4 lbs",2022-01-23 16:23:08.593,0,0,0,"OR                          2046","",,,Dead,2022-01-23 16:31:03.076,0.13,0.24,103.0,2021-12-20 11:08:20.207,0,"","","","",,,,,2021-05-10 17:06:21.241,,2020-03-04 12:13:25.968,,,,2020-03-04 12:13:30.732,,,2021-03-04 12:16:33.832,,,2022-01-23 16:31:03.076,"",
7278,0,16296A,964001027783726,"",0,"",Wether,2020-03-03 00:00:00.000,"",16219,"","",0,"","","New Tag: 16296A",2020-03-04 12:35:14.077,0,0,0,"                           16296A","",,,Sold,2021-03-06 11:39:52.887,0.17,0.08,63.0,2020-12-14 15:00:56.941,0,"","","","",,,,,2021-05-10 17:26:39.953,,2020-03-04 12:35:42.149,,,,2020-03-04 12:36:08.040,,,2020-03-04 12:35:13.935,,,2021-05-10 17:26:39.953,"",
7279,0,16296B,964001027783727,"",0,"",Female,2020-03-03 00:00:00.000,"",16219,"","",0,"","","",,0,0,0,"                           16296B","",,,Sold,2021-03-06 11:39:53.013,0.15,0.08,56.6,2020-12-14 11:37:21.952,0,"","","","",,,,,2020-03-10 15:32:04.573,,2020-03-04 12:36:43.074,,,,2020-03-04 12:36:47.580,,,2020-03-04 12:36:23.103,,,2021-03-06 11:39:53.014,"",
7280,0,20121,964001027783728,"",0,"",Female,2020-03-03 00:00:00.000,"",17058,ARG,"",0,"","","AI 2023 B",2023-09-09 13:44:06.394,0,0,0,"                           20121","",,,Current,2020-03-04 12:38:03.260,0.06,-0.01,102.0,2023-08-09 12:28:35.755,0,.,"","","",,,,2023-01-31 08:49:11.439,2020-03-10 15:32:04.636,2021-08-28 15:40:13.907,2020-03-04 12:38:41.499,,,,2020-03-04 12:38:44.689,,,2021-03-04 11:07:51.752,,,2024-01-10 11:33:25.091,"",
7281,0,20024,964001027783729,"",0,"",Female,2020-03-03 00:00:00.000,"",17058,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 08:39:57.810,0,0,0,"                           20024","",,,Current,2020-03-04 12:39:15.376,0.07,0.01,107.0,2023-08-09 08:40:00.110,0,.,"","","",,,,2023-01-31 08:48:51.922,2020-03-10 15:32:04.685,2021-08-27 12:06:43.750,2020-03-04 12:39:41.157,,,,2020-03-04 12:39:43.823,,,2021-03-04 10:22:13.419,,,2024-01-10 11:05:16.680,"",
7282,0,17198SS,964001027783740,"",0,"",Wether,2020-03-03 00:00:00.000,"",17198,"","",0,"","","New Tag: 17198S",2020-03-04 12:40:52.745,0,0,0,"                           17198SS","",,,Sold,2020-09-25 11:45:28.675,0.47,0.29,70.8,2020-07-19 14:27:55.700,0,"","","","",,,,,2021-05-10 17:07:34.679,,2020-03-04 12:41:12.873,,,,2020-03-04 12:41:15.839,,,2022-04-04 11:13:58.619,,,2022-04-04 11:13:59.049,"",
7283,0,16032A,964001027783742,"",0,"",Wether,2020-03-03 00:00:00.000,"",16032,"","",0,"","","New Tag: 16032A",2020-03-04 12:43:33.156,0,0,0,"                           16032A","",,,Sold,2021-03-06 11:39:38.597,0.16,-0.02,66.6,2020-12-14 14:37:42.428,0,"","","","",,,,,2021-05-10 17:07:33.975,,2020-03-04 12:44:19.175,,,,2020-03-04 12:44:22.152,,,2020-03-04 12:43:33.006,,,2021-05-10 17:07:33.975,"",
7284,0,OR02061,964001027783741,"",0,"",Wether,2020-03-03 00:00:00.000,"",16032,"","",0,"","","carcass wt. 42 lbs.",2022-01-08 17:35:53.000,0,0,0,"OR                          2061","",,,Dead,2022-01-08 17:44:46.959,0.12,0.23,100,2021-12-20 14:09:00.172,0,"","","","",,,,,2021-05-10 17:26:44.202,,2020-03-04 12:45:03.087,,,,2020-03-04 12:45:06.563,,,2021-03-04 12:25:18.947,,,2022-01-08 18:58:01.769,"",
7285,0,20009,964001040249151,"",0,"",Female,2020-03-03 00:00:00.000,"",17321,"",Comm,0,"","","Weaning group 8/9/23",2023-08-09 10:43:02.781,0,0,0,"                           20009","",,,Current,2020-03-04 12:46:14.331,0.06,-0.03,119.0,2023-08-09 10:43:03.242,0,.,"","","",,,,2023-01-31 08:49:05.909,2020-03-10 15:32:05.025,,2020-03-04 12:46:45.813,2021-08-27 14:54:58.074,,,2020-03-04 12:46:48.462,,,2021-03-04 10:09:08.895,2023-04-08 10:36:43.819,,2024-01-10 11:37:32.507,"",
7286,0,20105,964001027783745,"",0,"",Female,2020-03-03 00:00:00.000,"",17229,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 07:01:09.454,0,0,0,"                           20105","",,,Current,2020-03-04 12:53:33.579,0.07,0.01,110.0,2023-08-09 07:01:10.423,0,.,"","","",,,,2023-01-31 08:48:58.588,2020-03-10 15:32:04.973,2021-08-27 14:30:32.669,2020-03-04 12:54:17.954,,,,2020-03-04 12:54:20.591,,,2021-03-04 11:01:47.671,,,2024-01-10 09:55:17.691,"",
7287,0,17229B,964001027783744,"",0,"",Wether,2020-03-03 00:00:00.000,"",17229,"","",0,"","","New Tag: 17229B",2020-03-04 12:54:42.281,0,0,0,"                           17229B","",,,Sold,2021-03-06 11:51:17.128,0.18,0.07,61.6,2020-12-14 13:52:14.253,0,"","","","",,,,,2021-05-10 17:26:41.843,,2020-03-04 12:54:59.603,,,,2020-03-04 12:55:04.841,,,2020-03-04 12:54:42.093,,,2021-05-10 17:26:41.843,"",
7288,0,16005A,964001027783746,"",0,"",Wether,2020-03-03 00:00:00.000,"",16005,"","",0,"","","New Tag: 16005A",2020-03-04 12:57:01.695,0,0,0,"                           16005A","",,,Sold,2021-03-06 11:39:36.957,0.17,0.01,67.0,2020-12-14 15:20:43.568,0,"","","","",,,,,2021-05-10 17:26:38.297,,2020-03-04 12:57:21.166,,,,2020-03-04 12:57:23.916,,,2020-03-04 12:57:01.551,,,2021-05-10 17:26:38.297,"",
7289,0,16005B,964001027783747,"",0,"",Wether,2020-03-03 00:00:00.000,"",16005,"","",0,"","","New Tag: 16005B",2020-03-04 12:58:02.419,0,0,0,"                           16005B","",,,Sold,2021-03-06 11:39:37.107,0.17,-0.22,68.0,2020-12-14 15:06:33.987,0,"","","","",,,,,2021-05-10 17:26:38.312,,2020-03-04 12:58:20.273,,,,2020-03-04 12:58:23.009,,,2020-03-04 12:58:02.278,,,2021-05-10 17:26:38.312,"",
7290,0,14117C,964001027783750,"",0,"",Wether,2020-03-04 00:00:00.000,"",14117,"","",0,"","","New Tag: 14117C",2020-03-05 08:49:31.160,0,0,0,"                           14117C","",,,Sold,2021-03-06 11:39:26.416,0.18,0.07,63.0,2020-12-14 13:46:27.662,0,"","","","",,,,,2021-05-10 17:26:37.188,,2020-03-05 08:49:53.984,,,,2020-03-05 08:49:56.833,,,2020-03-05 08:49:30.920,,,2021-05-10 17:26:37.188,"",
7291,0,OR02057,964001027783749,"",0,"",Wether,2020-03-04 00:00:00.000,"",14117,"","",0,"","","Carcass wt. 33.2 lbs.",2022-01-23 16:19:03.277,0,0,0,"OR                          2057","",,,Dead,2022-01-23 16:31:03.220,0.12,1.67,99,2021-12-20 13:10:37.871,0,"","","","",,,,,2021-05-10 17:26:44.045,,2020-03-05 08:54:51.892,,,,2020-03-05 08:54:54.427,,,2021-03-04 12:20:26.254,,,2022-01-23 16:31:03.221,"",
7292,0,14117E,964001027783748,"",0,"",Wether,2020-03-04 00:00:00.000,"",14117,"","",0,"","","New Tag: 14117E",2020-03-05 08:57:53.230,0,0,0,"                           14117E","",,,Sold,2021-03-06 11:39:26.602,0.20,0.44,63.4,2020-12-14 13:47:42.202,0,"","","","",,,,,2021-05-10 17:26:37.203,,2020-03-05 08:58:11.157,,,,2020-03-05 08:58:14.341,,,2020-03-05 08:57:53.076,,,2021-05-10 17:26:37.203,"",
7293,0,20125,964001027783751,"",0,"",Female,2020-03-03 00:00:00.000,"",16112,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 15:00:13.197,0,0,0,"                           20125","",,,Current,2020-03-05 09:10:36.156,0.06,-0.02,98.0,2023-08-09 15:00:16.487,0,.,"","","",,,,2023-01-31 08:49:03.877,2020-03-10 15:32:04.521,2021-08-27 15:24:41.032,2020-03-05 09:11:17.317,,,,2020-03-05 09:11:20.837,,,2021-03-04 11:09:23.223,,,2023-12-07 10:36:11.024,"",
7294,0,16112B,964001027783752,"",0,"",Wether,2020-03-03 00:00:00.000,"",16112,"","",0,"","","New Tag: 16112B",2020-03-05 09:12:33.833,0,0,0,"                           16112B","",,,Sold,2020-09-25 11:45:29.747,0.42,0.42,66.2,2020-07-19 14:00:37.120,0,"","","","",,,,,2021-05-10 17:07:34.132,,2020-03-05 09:12:56.737,,,,2020-03-05 09:12:59.294,,,2020-03-05 09:12:33.681,,,2021-05-10 17:07:34.132,"",
7295,0,15092A,964001027783753,"",0,"",Female,2020-03-04 00:00:00.000,"",15092,"","",0,"","","New Tag: 15092A",2020-03-05 09:22:31.452,0,0,0,"                           15092A","",,,Sold,2021-03-06 11:39:34.762,0.15,0.01,58.4,2020-12-14 11:02:38.895,0,"","","","",,,,,2020-03-10 15:32:03.885,,2020-03-05 09:22:49.540,,,,2020-03-05 09:22:52.348,,,2020-03-05 09:22:31.290,,,2021-03-06 11:39:34.763,"",
7296,0,15092B,964001027783754,"",0,"",Wether,2020-03-04 00:00:00.000,"",15092,"","",0,"","","New Tag: 15092B",2020-03-05 09:23:17.314,0,0,0,"                           15092B","",,,Sold,2021-03-06 11:39:34.874,0.18,0.20,65.8,2020-12-14 14:12:18.431,0,"","","","",,,,,2021-05-10 17:26:38.078,,2020-03-05 09:23:33.960,,,,2020-03-05 09:23:36.502,,,2020-03-05 09:23:17.131,,,2021-05-10 17:26:38.078,"",
7297,0,20131,964001027783755,"",0,"",Female,2020-03-03 00:00:00.000,"",14073,ARG,"",0,"","","Weaning group 8/9/23",2023-08-09 11:19:40.996,0,0,0,"                           20131","",,,Sold,2024-01-09 09:50:52.957,0.05,0.00,99.5,2024-01-03 08:37:17.610,0,.,"","","",,,,2023-01-31 08:48:53.836,2020-03-10 15:32:04.426,2021-08-27 17:28:25.867,2020-03-05 09:29:09.799,,,,2020-03-05 09:29:12.535,,,2021-03-04 11:11:48.762,,,2024-01-09 09:50:52.957,"",
7298,0,20242,964001027783756,"",0,"",Female,2020-03-03 00:00:00.000,"",14073,ARG,"",0,"","","",,0,0,0,"                           20242","",,,Current,2020-03-05 09:29:58.202,0.07,0.00,112.0,2023-08-09 07:38:17.232,0,.,"","","",,,,2023-01-31 08:49:02.045,2020-03-10 15:32:04.474,2021-08-28 15:29:50.953,2020-03-05 09:30:26.320,,,,2020-03-05 09:30:31.487,,,2021-03-04 12:02:52.578,,,2024-01-11 07:32:00.602,"",
7299,0,20068,964001027783758,"",0,"",Female,2020-03-04 00:00:00.000,"",17104,ARG,"",0,"","","",,0,0,0,"                           20068","",,,Current,2020-03-05 09:33:34.077,0.06,0.03,108.0,2023-08-09 12:50:21.957,0,.,"","","",,,,2023-01-31 08:48:54.931,2020-03-10 15:32:04.181,2021-08-28 11:08:37.847,2020-03-05 09:34:10.017,,,,2020-03-05 09:34:32.126,,,2021-03-04 10:41:51.241,,,2024-01-10 09:38:52.695,"",
7300,0,17333B,964001027783757,"",0,"",Wether,2020-03-04 00:00:00.000,"",17104,"","",0,"","","Limping right elbow",2020-05-20 15:55:56.163,0,0,0,"                           17333B","",,,Sold,2021-03-06 11:51:22.218,0.15,0.14,62.8,2020-12-14 15:07:53.281,0,"","","","",,,,,2021-05-10 17:26:42.468,,2020-03-05 09:35:27.328,,,,2020-03-05 09:35:30.798,,,2020-03-05 09:35:06.047,,,2021-05-10 17:26:42.468,"",
7301,0,17228C,964001027783759,"",0,"",Female,2020-03-03 00:00:00.000,"",17228,"","",0,"","","died 4/4/20 FTT",2020-04-05 12:54:09.066,0,0,0,"                           17228C","",,,Dead,2020-04-05 12:53:25.334,"","","",,0,"","","","",,,,,2020-03-10 15:32:04.878,,2020-03-05 09:38:25.978,,,,2020-03-05 09:38:31.009,,,2020-03-05 09:38:08.030,,,2020-04-05 12:54:09.018,"",
7302,0,17228D,964001027783760,"",0,"",Wether,2020-03-03 00:00:00.000,"",17228,"","",0,"","","New Tag: 17228D",2020-03-05 09:39:36.080,0,0,0,"                           17228D","",,,Sold,2021-03-06 11:51:17.002,0.19,0.14,68.0,2020-12-14 14:58:17.922,0,"","","","",,,,,2021-05-10 17:26:41.811,,2020-03-05 09:39:52.430,,,,2020-03-05 09:39:57.327,,,2020-03-05 09:39:35.922,,,2021-05-10 17:26:41.811,"",
7303,0,20042,964001027783761,"",0,"",Female,2020-03-03 00:00:00.000,"",17228,ARG,"",0,"","","small do not breed",2021-09-29 22:27:20.348,0,0,0,"                           20042","",,,Sold,2022-09-27 16:41:53.654,0.10,0.24,90.0,2022-02-27 12:24:08.226,0,"","","","",,,,,2020-03-10 15:32:04.925,2021-08-28 12:05:14.182,2020-03-05 09:41:08.632,,,,2020-03-05 09:41:11.689,,,2021-03-04 10:30:06.365,,,2022-09-27 16:41:53.654,"",
7304,0,17221ASS,964001027783763,"",0,"",Wether,2020-03-03 00:00:00.000,"",17221,"","",0,"","","New Tag: 17221A",2020-03-05 09:43:31.130,0,0,0,"                           17221ASS","",,,Sold,2021-03-06 11:51:16.756,0.15,0.09,56.4,2020-12-14 13:42:53.225,0,"","","","",,,,,2021-05-10 17:26:41.734,,2020-03-05 09:43:49.289,,,,2020-03-05 09:43:51.841,,,2022-04-22 11:11:46.123,,,2022-04-22 11:11:46.584,"",
7305,0,17221BS,964001027783762,"",0,"",Wether,2020-03-03 00:00:00.000,"",17221,"","",0,"","","New Tag: 17221B",2020-03-05 09:44:10.215,0,0,0,"                           17221BS","",,,Sold,2021-03-06 11:51:16.883,0.18,-0.02,67.2,2020-12-14 14:44:14.745,0,"","","","",,,,,2021-05-10 17:26:41.765,,2020-03-05 09:44:30.752,,,,2020-03-05 09:44:38.608,,,2022-04-22 11:11:56.896,,,2022-04-22 11:11:57.321,"",
7306,0,17185C,964001027783764,"",0,"",Female,2020-03-03 00:00:00.000,"",17185,"","",0,"","","New Tag: 17185C",2020-03-05 09:47:19.638,0,0,0,"                           17185C","",,,Sold,2021-03-06 11:51:13.927,0.13,-0.04,41.4,2020-12-14 10:49:17.213,0,"","","","",,,,,2020-03-10 15:32:04.732,,2020-03-05 09:47:38.813,,,,2020-03-05 09:47:42.378,,,2020-03-05 09:47:19.461,,,2021-03-06 11:51:13.928,"",
7307,0,17185D,964001027783765,"",0,"",Wether,2020-03-03 00:00:00.000,"",17185,"","",0,"","","New Tag: 17185D",2020-03-05 09:48:28.500,0,0,0,"                           17185D","",,,Sold,2021-03-06 11:51:14.043,0.20,0.17,57.0,2020-12-14 14:39:23.903,0,"","","","",,,,,2021-05-10 17:26:41.452,,2020-03-05 09:48:45.984,,,,2020-03-05 09:48:49.486,,,2020-03-05 09:48:28.347,,,2021-05-10 17:26:41.452,"",
